coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price,country,prices_raw,ounces_raw,price,ounces,price_per_ounces,agtron_whole,agtron_ground,Price Vs Score
Ethiopia Semeon Abay N3,94,"Seoul, South Korea",Southern and/or western Ethiopia.,Light,62/87,"KRW 95,000/100 grams",Southern and/or western Ethiopia.,"KRW 95,000",100 grams,95000,3.527399072,26932.025,62,87,
Kii Kenya,94,"Madison, Wisconsin",South-central Kenya.,Medium-Light,58/73,$19.95/12 ounces,South-central Kenya.,$19.95 ,12 ounces,19.95,12,1.6625,58,73,
El Salvador Cerro Las Ranas Espresso,94,"Los Angeles, California","Apaneca, Ataco, El Salvador.",Medium-Dark,44/50,$15.95/12 ounces,El Salvador.,$15.95 ,12 ounces,15.95,12,1.329166667,44,50,
Panama NPGE Perci N2,94,"Seoul, South Korea","Silla Del Pando, Volcan, Panama.",Medium-Light,59/77,"KRW 50,000/200 grams",Panama.,"KRW 50,000",200 grams,50000,7.054798145,7087.375,59,77,
Costa Rica Flor de Santos Bourbon Natural,94,"Kowloon, Hong Kong, China","Tarrazu growing region, central Costa Rica.",Medium-Light,57/79,HK $178/200 grams,central Costa Rica.,HK $178,200 grams,178,7.054798145,25.231055,57,79,
Panama La Berlina Typica Natural,94,"Tainan City, Taiwan","Boquete growing region, western Panama.",Medium-Light,56/76,NT$ 480/8 ounces,western Panama.,NT$ 480,8 ounces,480,8,60,56,76,
Costa Rica Cerro San Luis Natural,94,"Sacramento, California","San Luis de Grecia, central Costa Rica.",Medium-Light,57/74,$17.90/12 ounces,central Costa Rica.,$17.90 ,12 ounces,17.9,12,1.491666667,57,74,
Kenya Karagoto,94,"Berkeley, California","Nyeri County, Central Highlands, Kenya.",Medium,54/66,$12.99/12 ounces,Kenya.,$12.99 ,12 ounces,12.99,12,1.0825,54,66,
Nicaragua Pacamara Reserve Los Congos,94,"Boulder, Colorado","San Fernando, Nueva Segovia region, Nicaragua.",Medium-Light,57/73,$18.00/12 ounces,Nicaragua.,$18.00 ,12 ounces,18,12,1.5,57,73,
Ichamama Kenya,94,"Madison, Wisconsin","Nyeri County, Central Highlands, Kenya",Medium-Light,56/74,$16.10/12 ounces,Kenya,$16.10 ,12 ounces,16.1,12,1.341666667,56,74,
Burundi Kayanza Province Mpanga Washing Station,94,"Seattle, Washington","Kayanza Province, northern Burundi.",Medium-Light,54/74,$21.00/12 ounces,northern Burundi.,$21.00 ,12 ounces,21,12,1.75,54,74,
Costa Rica Sonora Bourbon Natural,94,"Sacramento, California","Central Valley, Costa Rica.",Light,68/92,$19.00/12 ounces,Costa Rica.,$19.00 ,12 ounces,19,12,1.583333333,68,92,
Colombia Special Process Microlot 511 “Memory Orchard” Espresso,94,"Taoyuan City, Taiwan",Colombia,Medium,47/56,"NT $2,000/16 ounces",Colombia,"NT $2,000",16 ounces,2000,16,125,47,56,
Ace Espresso,94,"Toronto, Ontario, Canada",Kenya; Brazil.,Medium-Light,55/72,$16.00/16 ounces,Kenya; Brazil.,$16.00 ,16 ounces,16,16,1,55,72,
Ethiopia Aricha,94,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia.",Light,62/88,$24.00/16 ounces,southern Ethiopia.,$24.00 ,16 ounces,24,16,1.5,62,88,
Ethiopia Washed Limu Gera,94,"Chia-Yi, Taiwan","Limu Woreda, southwest Ethiopia.",Medium-Light,61/79,$17.00/16 ounces,southwest Ethiopia.,$17.00 ,16 ounces,17,16,1.0625,61,79,
El Salvador Finca Loma La Gloria,94,"La Jolla, California","El Boqueron, Volcan de San Salvador, El Salvador.",Light,78/99,$18.99/12 ounces,El Salvador.,$18.99 ,12 ounces,18.99,12,1.5825,78,99,
Yemen Haraaz Red A+,94,"Boulder, Colorado","Haraz (also spelled Haraaz) growing region, north-central Yemen",Medium-Light,54/74,$19.00/8 ounces,north-central Yemen,$19.00 ,8 ounces,19,8,2.375,54,74,
Ethiopia Yirgacheffe Dabub Matebya,94,"Bedford, New Hampshire","Yirgacheffe growing region, south-central Ethiopia.",Light,65/87,$15.00/12 ounces,south-central Ethiopia.,$15.00 ,12 ounces,15,12,1.25,65,87,
Black House,94,"San Diego, California","Oromia region, southern Ethiopia; Mandheling growing region, northern Sumatra, Indonesia.",Medium-Light,55/69,$14.00/12 ounces,Indonesia.,$14.00 ,12 ounces,14,12,1.166666667,55,69,
Sumatra Ulos Batak,94,"Sacramento, California","Lintong growing region, North Sumatra Province, Indonesia.",Medium-Light,54/70,$18.00/12 ounces,Indonesia.,$18.00 ,12 ounces,18,12,1.5,54,70,
S.O. Espresso Brazil Fazenda Santa Ines,94,"Ramsey, Minnesota","Carmo de Minas growing region, Minas Gerais State, Brazil.",Medium,47/60,$12.95/12 ounces,Brazil.,$12.95 ,12 ounces,12.95,12,1.079166667,47,60,
Golden Mean Espresso Blend,94,"Newport Beach, California",Not disclosed.,Medium,48/60,$14.95/12 ounces,Not disclosed.,$14.95 ,12 ounces,14.95,12,1.245833333,48,60,
Ethiopia Yirgacheffe Buna Ababa,94,"San Diego, California","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/76,$15.00/8 ounces,southern Ethiopia.,$15.00 ,8 ounces,15,8,1.875,57,76,
Kenya AA Gakuyuri,94,"Jackson, Mississippi","Kirinyaga growing district, south-central Kenya.",Medium-Light,60/75,$15.25/12 ounces,south-central Kenya.,$15.25 ,12 ounces,15.25,12,1.270833333,60,75,
Ethiopia Hambela,94,"Lexington, Virginia","Hambela district, Oromia growing region, southern Ethiopia",Medium-Light,55/78,$18.95/12 ounces,southern Ethiopia,$18.95 ,12 ounces,18.95,12,1.579166667,55,78,
Ecuador “Mama Kilya” Espresso,94,"Taoyuan City, Taiwan",Ecuador.,Medium-Dark,44/50,"NT $2,000/16 ounces",Ecuador.,"NT $2,000",16 ounces,2000,16,125,44,50,
El Salvador Finca Medrano Pacamara Nohemi Ventura,94,"Seoul, South Korea","Chalatenango growing region, northwestern El Salvador",Light,62/87,"KRW 40,000/500 grams",northwestern El Salvador,"KRW 40,000",500 grams,40000,17.63699536,2267.96,62,87,
Kenya Kiambu Gititu AA,94,"Chia-Yi, Taiwan","Kiambu growing region, south-central Kenya",Medium-Light,55/75,NT $360/8 ounces,south-central Kenya,NT $360,8 ounces,360,8,45,55,75,
Espresso Blend,94,"Hsinchu City, Taiwan","Panama; Sidamo and Yirgacheffe growing regions, southern Ethiopia; Bolivia; Brazil.",Medium,52/68,NT $520/225 grams,southern Ethiopia; Bolivia; Brazil.,NT $520,225 grams,520,7.936647913,65.51884444,52,68,
Gratitude Special Blend,94,"Longwood, Florida",Central America.,Medium,46/64,$12.50/12 ounces,Central America.,$12.50 ,12 ounces,12.5,12,1.041666667,46,64,
Organic Ethiopian Worka Special Prep,94,"Driftless, Wisconsin","Yirgacheffe growing region, southern Ethiopia.",Light,60/83,$17.75/12 ounces,southern Ethiopia.,$17.75 ,12 ounces,17.75,12,1.479166667,60,83,
Panama Esmeralda Especial Geisha Bosque 2,94,"Sacramento, California","Boquete growing region, western Panama",Medium,50/65,$62.00/8 ounces,western Panama,$62.00 ,8 ounces,62,8,7.75,50,65,
Laura’s Reserve SL-28,94,"Holualoa, Hawaii","Holualoa, North Kona growing district, “Big Island” of Hawaii.",Medium,53/68,$35.95/8 ounces,“Big Island” of Hawaii.,$35.95 ,8 ounces,35.95,8,4.49375,53,68,
"Shilcho Ethiopia, Red Cherry Initiative",94,"San Diego, California","Sidamo (also Sidama) growing region, southern Ethiopia.",Medium,53/66,$17.00/12 ounces,southern Ethiopia.,$17.00 ,12 ounces,17,12,1.416666667,53,66,
Espresso Blend Spring 15,94,"New Taipei City, Taiwan",Ethiopia; Sumatra; Central America.,Medium,48/54,NT$290/8 ounces,Ethiopia; Sumatra; Central America.,NT$290,8 ounces,290,8,36.25,48,54,
Ethiopian Yirgacheffe Idido Natural,94,"Boulder, Colorado","Yirgacheffe growing region, southern Ethiopia.",Medium-Light,58/83,$18.00/12 ounces,southern Ethiopia.,$18.00 ,12 ounces,18,12,1.5,58,83,
Kenya Nyeri Tambaya Peaberry,94,"Seattle, Washington","Nyeri growing region, south-central Kenya.",Medium,49/65,$19.50/12 ounces,south-central Kenya.,$19.50 ,12 ounces,19.5,12,1.625,49,65,
Kenya Kianjuri AB,94,"Boulder, Colorado","Meru County, central Kenya.",Medium,53/68,$18.00/12 ounces,central Kenya.,$18.00 ,12 ounces,18,12,1.5,53,68,
Ethiopia Washed Yirgacheffe Alemu Station,94,"Chia-Yi, Taiwan","Yirgacheffe growing region, south-central Ethiopia.",Light,65/88,$18.00/16 ounces,south-central Ethiopia.,$18.00 ,16 ounces,18,16,1.125,65,88,
Jazz Apricot (Espresso),94,"Taipei, Taiwan","Sidamo and Yirgacheffe, Ethiopia; Kenya; Sumatra.",Medium,50/62,NTD $500/16 ounces,Ethiopia; Kenya; Sumatra.,NTD $500,16 ounces,500,16,31.25,50,62,
Sweet Maria’s Acatenango Gesha,94,"Pu’Er, Yunnan Province, China","Acatenango growing region, central Guatemala.",Medium-Light,60/74,RMB $234/125 grams,central Guatemala.,RMB $234,125 grams,234,4.40924884,53.070264,60,74,
Ari-Ari Seuri-Seuri,94,"Paju City (Gyeonggi-do), South Korea",Kenya; Ethiopia.,Medium-Light,56/72,$12.00/200 grams,Kenya; Ethiopia.,$12.00 ,200 grams,12,7.054798145,1.70097,56,72,
Milepost Kenya Nyeri Ruarai,94,"Floyd, Virginia","Nyeri growing region, south-central Kenya.",Medium-Light,58/81,$18.00/12 ounces,south-central Kenya.,$18.00 ,12 ounces,18,12,1.5,58,81,
Rum-Barrel Conditioned Ethiopia Gelena Abaya,94,"Highland Park, New Jersey","Kersa district, Oromia region, southern Ethiopia.",Light,65/85,$12.00/8 ounces,southern Ethiopia.,$12.00 ,8 ounces,12,8,1.5,65,85,
Colombia Granja La Esperanza Grand Cru Mokka,94,"Topeka, Kansas","Valle del Cauca growing region, Colombia.",Light,65/86,$27.50/12 ounces,Colombia.,$27.50 ,12 ounces,27.5,12,2.291666667,65,86,
Ethiopian Washed Kochere G1 SO Espresso,94,"Kaohsiung City, Taiwan","Kochere, Yirgacheffe growing region, south-central Ethiopia.",Medium,49/62,$12.00/16 ounces,south-central Ethiopia.,$12.00 ,16 ounces,12,16,0.75,49,62,
Sumatra Ulos Batak,94,"San Rafael, California","Lintong growing region, North Sumatra Province, Indonesia.",Medium-Light,56/70,$17.25/12 ounces,Indonesia.,$17.25 ,12 ounces,17.25,12,1.4375,56,70,
Sumatra Lake Toba Peaberry,94,"Yorktown Heights, New York","Lake Toba growing region, northern Sumatra, Indonesia.",Medium,47/65,$18.00/12 ounces,Indonesia.,$18.00 ,12 ounces,18,12,1.5,47,65,
Tchembe Gedeo Ethiopia,94,"Lee, Massachusetts","Gedeo Zone, southern Ethiopia.",Medium-Light,58/72,$30.95/12 ounces,southern Ethiopia.,$30.95 ,12 ounces,30.95,12,2.579166667,58,72,
Ninety Plus Gesha Estates JBC Custom Lot #252,94,"Madison, Wisconsin","Chiriqui Province, far western Panama",Medium-Light,55/74,$49.50/4 ounces,far western Panama,$49.50 ,4 ounces,49.5,4,12.375,55,74,
Colombia Java El Edén Limited Edition,94,"Columbus, Ohio","Tolima, Colombia",Medium-Light,58/80,$30.00/12 ounces,Colombia,$30.00 ,12 ounces,30,12,2.5,58,80,
Crystalina,94,"Carlsbad, California","Caldas growing region, Colombia",Medium-Light,60/78,$20.00/12 ounces,Colombia,$20.00 ,12 ounces,20,12,1.666666667,60,78,
Wilton Benitez Sidra,94,"Madison, Wisconsin","Piendamó, Cauca Department, Colombia",Medium-Light,58/74,$22.00/8 ounces,Colombia,$22.00 ,8 ounces,22,8,2.75,58,74,
Panama HWC Coffee Estate Washed,94,"Taichung, Taiwan",Panama,Medium-Light,59/73,$80.00/8 ounces,Panama,$80.00 ,8 ounces,80,8,10,59,73,
Costa Rica Tarrazu Double Anaerobic Washed,94,"Taipei, Taiwan","Tarrazu growing region, Costa Rica",Medium-Light,60/77,NT $450/8 ounces,Costa Rica,NT $450,8 ounces,450,8,56.25,60,77,
Kenya Nyeri Gatuya Factory AA Top,94,"Taipei, Taiwan","Nyeri growing region, south-central Kenya",Medium-Light,57/76,Nt $325/8 ounces,south-central Kenya,Nt $325,8 ounces,325,8,40.625,57,76,
Tanzania Nyasi Furaha,94,"Lexington, Virginia","Mbeya, Ruvuma Region, Tanzania",Medium-Light,62/74,$19.00/12 ounces,Tanzania,$19.00 ,12 ounces,19,12,1.583333333,62,74,
Ethiopia Gesha Rebecca Natural,94,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,61/74,NT $500/200 grams,Southern Ethiopia,NT $500,200 grams,500,7.054798145,70.87375,61,74,
Promise of Spring,94,"Taitung, Taiwan",Costa Rica; Ethiopia,Medium-Light,59/76,NT $450/200 grams,Costa Rica; Ethiopia,NT $450,200 grams,450,7.054798145,63.786375,59,76,
Ethiopia Yirgacheffe Farmgate,94,"Chicago, Illinois","Yirgacheffe growing region, southern Ethiopia",Medium-Light,59/75,$27.00/12 ounces,southern Ethiopia,$27.00 ,12 ounces,27,12,2.25,59,75,
Colombia Patio Bonita,94,"Chicago, Illinois","Caldono, Calda Department, Colombia",Light,64/80,$27.00/12 ounces,Colombia,$27.00 ,12 ounces,27,12,2.25,64,80,
Colombia Finca La Roca,94,"San Diego, California","Planadas, Tolima Department, Colombia",Medium-Light,60/77,$26.00/12 ounces,Colombia,$26.00 ,12 ounces,26,12,2.166666667,60,77,
Panama Finca Don Julian Geisha Washed,94,"Yilan, Taiwan","Boquete, Panama",Light,65/81,"NT $1,200/100 grams",Panama,"NT $1,200",100 grams,1200,3.527399072,340.194,65,81,
Ethiopia Bench Maji Gesha Winey Natural G1,94,"Taichung, Taiwan","Bench-Maji Zone, Southern Ethiopia",Medium-Light,60/77,NT $310/227 grams,Southern Ethiopia,NT $310,227 grams,310,8.007195894,38.71517621,60,77,
Colombia Huila Charlotte Geisha Washed,94,"Taipei, Taiwan","Huila Department, Colombia",Light,65/79,NT $450/8 ounces,Colombia,NT $450,8 ounces,450,8,56.25,65,79,
Ethiopia Natural Yirgacheffe Worka Nenke Abraham Mengiste,94,"Chia-Yi, Taiwan","Gedeo Zone, SNNPR, southern Ethiopia",Medium-Light,60/78,NT $290/8 ounces,southern Ethiopia,NT $290,8 ounces,290,8,36.25,60,78,
Ethiopia Natural Guji Blue Donkey 23,94,"Chia-Yi, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,58/76,NT $325/8 ounces,southern Ethiopia,NT $325,8 ounces,325,8,40.625,58,76,
Guatemala El Amate Maragogype,94,"Chicago, Illinois","El Aguacatal, Hoja Blanca, Cuilco, Huehuetenango, Guatemala",Medium-Light,60/76,$27.00/12 ounces,Guatemala,$27.00 ,12 ounces,27,12,2.25,60,76,
Hawai’i Island Blend Espresso,94,"Hilo, Hawaii","Ka‘ū and Kona growing regions, Big Island of Hawai’i",Medium-Light,52/70,$20.00/4 ounces,Big Island of Hawai’i,$20.00 ,4 ounces,20,4,5,52,70,
Costa Rica San Ramon Yeast Washed,94,"Zhubei, Taiwan","Tarrazu, Costa Rica",Light,63/79,NT $330/8 ounces,Costa Rica,NT $330,8 ounces,330,8,41.25,63,79,
Colombia Huila Espiritu Blanc Geisha Semi-Washed Anaerobic,94,"Taipei, Taiwan","Huila, Colombia",Medium-Light,63/71,NT $480/100 grams,Colombia,NT $480,100 grams,480,3.527399072,136.0776,63,71,
Tirra Natural Costa Rica,94,"Madison, Wisconsin","Tarrazú, Costa Rica",Medium-Light,59/77,$22.00/12 ounces,Costa Rica,$22.00 ,12 ounces,22,12,1.833333333,59,77,
Colombia Chili Bourbon,94,"Lee, Massachusetts","Circasia, Quindio, Colombia",Light,62/80,$33.45/12 ounces,Colombia,$33.45 ,12 ounces,33.45,12,2.7875,62,80,
Guatemala El Injerto Ethiopia Landrace Natural,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,57/74,$20.00/6 ounces,Guatemala,$20.00 ,6 ounces,20,6,3.333333333,57,74,
HWC Holy Melody Espresso Blend,94,"Taichung, Taiwan",Kenya; Ethiopia,Medium-Light,57/77,$40.00/8 ounces,Kenya; Ethiopia,$40.00 ,8 ounces,40,8,5,57,77,
Colombia Fruit Maceration Series Lulo Bear,94,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Light,64/80,$30.00/250 grams,Colombia,$30.00 ,250 grams,30,8.818497681,3.40194,64,80,
Colombia Wilton Benitez Double Anaerobic Thermal Shock Yellow Gesha,94,"Jersey City, New Jersey","Piendamo, Cauca Department, Colombia",Light,62/80,$60.00/250 grams,Colombia,$60.00 ,250 grams,60,8.818497681,6.80388,62,80,
Colombia El Roble Chiroso Washed,94,"Yilan, Taiwan","Quindio Department, Colombia",Medium-Light,58/78,NT $650/200 grams,Colombia,NT $650,200 grams,650,7.054798145,92.135875,58,78,
Costa Rica Turrialba Volcano Honey Process,94,"Taipei, Taiwan","Turrialba, Costa Rica",Medium-Light,59/77,NT $325/8 ounces,Costa Rica,NT $325,8 ounces,325,8,40.625,59,77,
Ka‘ū Malolactic Natural,94,"Hilo, Big Island of Hawai’i","Ka‘ū growing region, Big Island of Hawai’i",Medium-Light,62/76,$40.00/4 ounces,Big Island of Hawai’i,$40.00 ,4 ounces,40,4,10,62,76,
Colombia Luz Helena Salazar Wine Yeast Grape Honey,94,"Yilan, Taiwan","Quindio Department, Colombia",Medium-Light,58/80,NT $700/200 grams,Colombia,NT $700,200 grams,700,7.054798145,99.22325,58,80,
Giakanja Kenya,94,"Madison, Wisconsin","Nyeri County, Kenya",Medium-Light,59/79,$25.00/12 ounces,Kenya,$25.00 ,12 ounces,25,12,2.083333333,59,79,
El Morito Guatemala,94,"Madison, Wisconsin","Mataquescuintla, Jalapa, Guatemala",Medium-Light,59/76,$19.00/8 ounces,Guatemala,$19.00 ,8 ounces,19,8,2.375,59,76,
El Mango Peru,94,"Madison, Wisconsin","San Ignacio, Cajamarca, Peru",Medium-Light,56/77,$19.00/12 ounces,Peru,$19.00 ,12 ounces,19,12,1.583333333,56,77,
Blue Sunda Estate Java,94,"Johns Creek, Georgia","West Java, Indonesia",Medium-Light,60/75,$19.00/12 ounces,Indonesia,$19.00 ,12 ounces,19,12,1.583333333,60,75,
Ethiopia Yirgacheffe Jade Lotus,94,"Taichung, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,59/75,$20.00/8 ounces,south-central Ethiopia,$20.00 ,8 ounces,20,8,2.5,59,75,
Ethiopia Bench Maji Geisha Lucy Station,94,"Yilan, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,64/83,NT $600/200 grams,Southern Ethiopia,NT $600,200 grams,600,7.054798145,85.0485,64,83,
Kenya Kanwangi AA,94,"San Diego, California","Kirinyaga County, south-central Kenya",Medium-Light,59/80,$24.00/12 ounces,south-central Kenya,$24.00 ,12 ounces,24,12,2,59,80,
Colombia Huila Finca El Triunfo Martha Zuñiga Pink Bourbon,94,"Bozeman, Montana","Tolimas, Colombia",Medium-Light,58/74,$32.00/12 ounces,Colombia,$32.00 ,12 ounces,32,12,2.666666667,58,74,
Kenya Muranga,94,"Hsinchu, Taiwan","Embu County, Kenya",Medium-Dark,41/44,"NT $1,300/240 grams",Kenya,"NT $1,300",240 grams,1300,8.465757774,153.5597917,41,44,
More Floral,94,"Taoyuan, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,66/80,NT $300/8 ounces,southern Ethiopia,NT $300,8 ounces,300,8,37.5,66,80,
Kenya AB Athena Plus,94,"Taiyuan, Taiwan","Nyeri growing region, south-central Kenya",Dark,33/44,NT $800/8 ounces,south-central Kenya,NT $800,8 ounces,800,8,100,33,44,
Ethiopia Bench Maji Geisha Lucy Station Dark Roast,94,"Yilan, Taiwan","Bench Maji Zone, Southern Ethiopia",Medium-Dark,45/52,NT $600/200 grams,Southern Ethiopia,NT $600,200 grams,600,7.054798145,85.0485,45,52,
SL34 Dark Roast,94,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Dark,48/52,$69.95/8 ounces,“Big Island” of Hawai’i,$69.95 ,8 ounces,69.95,8,8.74375,48,52,
Encounter of Summer,94,"Taitung, Taiwan",Costa Rica; Ethiopia,Light,62/80,NT $450/200 grams,Costa Rica; Ethiopia,NT $450,200 grams,450,7.054798145,63.786375,62,80,
Ethiopia Sidama Arbegona 74158 Washed,94,"Taichung, Taiwan","Sidamo growing region, south-central Ethiopia",Light,66/80,NT $240/227 grams,south-central Ethiopia,NT $240,227 grams,240,8.007195894,29.97303965,66,80,
Bale Mountain Natural Ethiopia,94,"Madison, Wisconsin","Werka, Guji Zone, Oromia Region, southern Ethiopia",Light,64/80,$23.00/12 ounces,southern Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,64,80,
Ethiopia Worka Sakaro Anaerobic Natural,94,"Richmond, Virginia","Gedeb District, Gedeo Zone, southern Ethiopia",Medium-Light,62/78,$22.00/12 ounces,southern Ethiopia,$22.00 ,12 ounces,22,12,1.833333333,62,78,
El Salvador Bourbon Semi-Washed,94,"Livingston, Montana","Cordillera de Llamatepec, El Salvador",Medium-Light,58/72,$17.50/12 ounces,El Salvador,$17.50 ,12 ounces,17.5,12,1.458333333,58,72,
Ethiopia Kafa Natural,94,"San Diego, California","Bonga Forest, Keficho-Shekicho Zone, southwest Ethiopia",Light,65/79,$23.00/12 ounces,southwest Ethiopia,$23.00 ,12 ounces,23,12,1.916666667,65,79,
Ecuador La Josefina Estate,94,"Charlotte, North Carolina","El Chaco Canton, Parroquia Santa Rosa, Napo Province, Ecuador",Light,62/84,$25.00/12 ounces,Ecuador,$25.00 ,12 ounces,25,12,2.083333333,62,84,
Guatemala El Injerto SL28,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,62/79,$18.00/6 ounces,Guatemala,$18.00 ,6 ounces,18,6,3,62,79,
El Lechero Peru,94,"Madison, Wisconsin","El Carmen Cautivo, Tabaconas, Cajamarca, Peru",Medium-Light,59/77,$19.00/12 ounces,Peru,$19.00 ,12 ounces,19,12,1.583333333,59,77,
Colombia Finca La España Gesha,94,"Jersey City, New Jersey","Planadas, Tolima Department, Colombia",Light,64/84,$60.00/250 grams,Colombia,$60.00 ,250 grams,60,8.818497681,6.80388,64,84,
Colombia  Nariño Villa Maria La Chorrera Geisha Washed,94,"Taipei, Taiwan","Nariño Department, Colombia",Medium-Light,60/76,NT$710/227 grams,Colombia,NT$710,227 grams,710,8.007195894,88.67024229,60,76,
Nyeri Hill Kenya,94,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,56/74,$22.00/12 ounces,south-central Kenya,$22.00 ,12 ounces,22,12,1.833333333,56,74,
Cordillera de Fuego Costa Rica,94,"Madison, Wisconsin","Tarrazu, Costa Rica",Medium-Light,59/77,$18.00/8 ounces,Costa Rica,$18.00 ,8 ounces,18,8,2.25,59,77,
Colombia Jaime Lopez,94,"San Diego, California","Santa Barbara, Antioquia, Colombia",Light,62/82,$40.00/12 ounces,Colombia,$40.00 ,12 ounces,40,12,3.333333333,62,82,
Peach-C Blend,94,"Zhubei, Taiwan",Ethiopia; Colombia,Light,62/84,NT$ 366/8 ounces,Ethiopia; Colombia,NT$ 366,8 ounces,366,8,45.75,62,84,
Kenya Washed Uklili AA,94,"Chia-Yi, Taiwan","Nakuru County, Kenya",Light,64/86,NT$325/8 ounces,Kenya,NT$325,8 ounces,325,8,40.625,64,86,
Ethiopia Natural Sidama Twakok Pearl Selection,94,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,62/80,NT$300/8 ounces,southern Ethiopia,NT$300,8 ounces,300,8,37.5,62,80,
Costa Rica TIM Washed Don Eli Catuai,94,"Chia-Yi, Taiwan","Tarrazu, Costa Rica",Medium-Light,58/74,NT$270/4 ounces,Costa Rica,NT$270,4 ounces,270,4,67.5,58,74,
Peru Natural Villa Rica Espresso,94,"Chia-Yi, Taiwan","Oxapampa, Pasco, Peru",Medium-Light,58/78,NT$250/8 ounces,Peru,NT$250,8 ounces,250,8,31.25,58,78,
Colombia Huila Finca Buena Vista Geisha Washed,94,"Taipei, Taiwan","El Jardin, Pitalito, Huila Department, Colombia",Medium-Light,60/80,NT$650/227 grams,Colombia,NT$650,227 grams,650,8.007195894,81.17698238,60,80,
Kenya Kirinyaga County Gikirima Factory TOP PB,94,"Taipei, Taiwan","Embu County, Kenya",Medium-Light,60/78,NT$240/227 grams,Kenya,NT$240,227 grams,240,8.007195894,29.97303965,60,78,
Ethiopia Bensa Bombe,94,"Taipei, Taiwan","Bombe Village, Bensa District, Sidamo growing region, Ethiopia",Light,64/86,NT$200/8 ounces,Ethiopia,NT$200,8 ounces,200,8,25,64,86,
Good Tidings Sweet Holiday Blend,94,"Floyd, Virginia",Costa Rica; Ethiopia,Medium-Light,60/78,$22.00/12 ounces,Costa Rica; Ethiopia,$22.00 ,12 ounces,22,12,1.833333333,60,78,
Ethiopia Reko Yirgacheffe,94,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,58/76,$24.50/12 ounces,southern Ethiopia,$24.50 ,12 ounces,24.5,12,2.041666667,58,76,
Black Geisha Blend Lab 18 Espresso,94,"Taichung, Taiwan",Guatemala; Colombia; Ethiopia,Medium,43/61,$40.00/8 ounces,Guatemala; Colombia; Ethiopia,$40.00 ,8 ounces,40,8,5,43,61,
Colombia Turron,94,"Fort Wayne, Indiana","Manizales, Caldas, Colombia",Medium-Light,58/78,$10.00/4 ounces (sold only as a two-pack),Colombia,$10.00 ,4 ounces (sold only as a two-pack),10,4,2.5,58,78,
100% Kona Typica,94,"Holualoa, Hawai’i","Kona growing region, Big Island of Hawai’i",Medium-Light,58/80,$27.95/7 ounces,Big Island of Hawai’i,$27.95 ,7 ounces,27.95,7,3.992857143,58,80,
Ka‘ū Classic Peaberry,94,"Pahala, “Big Island” of Hawai’i","Ka‘ū growing district, ""Big Island"" of Hawai’i",Medium-Light,58/74,$30.00/7 ounces,"""Big Island"" of Hawai’i",$30.00 ,7 ounces,30,7,4.285714286,58,74,
JN Farms Double Anaerobic Red Bourbon,94,"Kihei, Maui, Hawai’i","Ka‘ū growing region, Big Island of Hawai’i",Light,64/82,$32.00/8 ounces,Big Island of Hawai’i,$32.00 ,8 ounces,32,8,4,64,82,
Geisha Champagne,94,"Holualoa, Hawai’i","Holualoa, North Kona growing district, “Big Island” of Hawai’i",Medium-Light,58/77,$82.00/4 ounces,“Big Island” of Hawai’i,$82.00 ,4 ounces,82,4,20.5,58,77,
Yellow,94,"Billings, Montana","Yirgacheffe growing region, south-central Ethiopia",Light,74/100,$21.50/12 ounces,south-central Ethiopia,$21.50 ,12 ounces,21.5,12,1.791666667,74,100,
Panama Hacienda La Esmeralda Ethiopian Accessions,94,"Hilo, Hawaii","Boquete growing region, western Panama",Light,65/84,$40.00/4 ounces,western Panama,$40.00 ,4 ounces,40,4,10,65,84,
Ethiopia Ethiopia Limu Baby Geisha Natural,94,"Taitung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Medium-Light,56/84,NT 380/200 grams,southern Ethiopia,NT 380,200 grams,380,7.054798145,53.86405,56,84,
Ethiopia Guji 74110 Natural,94,"Taichung, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Light,64/86,NT$ 550/227 grams,Southern Ethiopia,NT$ 550,227 grams,550,8.007195894,68.68821586,64,86,
Ethiopia Banko Gotiti,94,"Taipei, Taiwan","Gedeb District, Gedeo Zone, southern Ethiopia",Light,64/82,NT$ 400/200 grams,southern Ethiopia,NT$ 400,200 grams,400,7.054798145,56.699,64,82,
