coffee_name,total_score,roaster_location,coffee_origin,roast_level,agtron,est._price,country,prices_raw,ounces_raw,price,ounces,price_per_ounces,agtron_whole,agtron_ground,Price Vs Score
Ethiopia Guji Euphora Special Honey Lot,94,"Taipei, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,58/72,$12.00/8 ounces,Southern Ethiopia,$12.00 ,8 ounces,12,8,1.5,58,72,
Ethiopia Red Honey Guji Uraga Tabe Haro Wachu,94,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Medium-Light,58/78,NT $340/8 ounces,southern Ethiopia,NT $340,8 ounces,340,8,42.5,58,78,
El Salvador Unicorn,94,"Truckee, California","El Bálsamo Quetzaltepec, El Salvador",Medium-Light,56/78,$24.00/12 ounces,El Salvador,$24.00 ,12 ounces,24,12,2,56,78,
Ethiopia Guji Hambela Tirtira Goyo Natural,94,"Taichung, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,68/84,NT $250/8 ounces,southern Ethiopia,NT $250,8 ounces,250,8,31.25,68,84,
Ka‘ū Yellow Caturra Peaberry,94,"Hilo, Hawaii","Ka‘ū, Big Island of Hawaii",Medium-Light,60/77,$25.00/4 ounces,Big Island of Hawaii,$25.00 ,4 ounces,25,4,6.25,60,77,
Colombia Finca Chambaku,94,"Floyd, Virginia","Manizales, Caldas, Colombia",Light,62/80,$24.00/12 ounces,Colombia,$24.00 ,12 ounces,24,12,2,62,80,
Guatemala Nueva Granda Washed Laurina,94,"Taipei, Taiwan","San Marcos, Guatemala",Light,64/80,"NT $1,000/8 ounces",Guatemala,"NT $1,000",8 ounces,1000,8,125,64,80,
Colombia Luna Azul,94,"Lexington, Virginia","Santa Bárbara, Antioquia, Colombia",Medium-Light,60/76,$28.00/12 ounces,Colombia,$28.00 ,12 ounces,28,12,2.333333333,60,76,
Ethiopia Natural Yirgacheffe Koke Shalaye Abraham Mengiste,94,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Medium-Light,60/76,NT $400/8 ounces,south-central Ethiopia,NT $400,8 ounces,400,8,50,60,76,
Colombia Wilton Benitez Thermal Shock Caturra,94,"Chicago, Illinois","Piendamo, Cauca Department, Colombia",Medium-Light,60/77,$35.00/8 ounces,Colombia,$35.00 ,8 ounces,35,8,4.375,60,77,
Colombia Tolima Genius,94,"Chicago, Illinois","Huila Department, Colombia",Light,61/83,$35.00/8 ounces,Colombia,$35.00 ,8 ounces,35,8,4.375,61,83,
Ethiopia Natural Sidama Bare Tamiru,94,"Chia-Yi, Taiwan","Sidamo growing region, southern Ethiopia",Light,64/78,NT $390/8 ounces,southern Ethiopia,NT $390,8 ounces,390,8,48.75,64,78,
Guatemala Washed Huehuetenango Joya Verde Espresso,94,"Chia-Yi, Taiwan","Huehuetenango, Guatemala",Medium-Light,58/79,NT $220/8 ounces,Guatemala,NT $220,8 ounces,220,8,27.5,58,79,
O-Li-A Geisha Blend,94,"Taipei City, Taiwan",Panama; Colombia; Ethiopia,Light,64/86,NT$ 970/227 grams,Panama; Colombia; Ethiopia,NT$ 970,227 grams,970,8.007195894,121.1410352,64,86,
Gesha Village Ethiopia Gori Gesha,94,"Taoyuan, Taiwan","Gori Gesha Forest, Bench Maji Zone, SNNPR Region, Ethiopia",Light,62/80,NT $450/8 ounces,Ethiopia,NT $450,8 ounces,450,8,56.25,62,80,
Sweetheart Blend Espresso,94,"Hsinchu, Taiwan",Ethiopia; Guatemala,Medium-Light,58/78,$15.00/8 ounces,Ethiopia; Guatemala,$15.00 ,8 ounces,15,8,1.875,58,78,
African Dance Espresso Blend,94,"Hsinchu, Taiwan",Kenya; Ethiopia; Guatemala,Medium-Light,60/78,$17.00/6 ounces,Kenya; Ethiopia; Guatemala,$17.00 ,6 ounces,17,6,2.833333333,60,78,
Colombia Las Flores Red Bourbon Natural,94,"Livingston, Montana","Acevedo, Huila Department, Colombia",Medium-Light,60/78,$29.95/12 ounces,Colombia,$29.95 ,12 ounces,29.95,12,2.495833333,60,78,
Colombia Santa Monica Castillo Honey Lulo,94,"Floyd, Virginia","Quindio Department, Colombia",Light,74/90,$33.00/8 ounces,Colombia,$33.00 ,8 ounces,33,8,4.125,74,90,
Costa Rica La Laguna Lot — Reserve Series,94,"Sacramento, California","Tarrazu, Costa Rica",Medium-Light,60/78,$23.00/12 ounces,Costa Rica,$23.00 ,12 ounces,23,12,1.916666667,60,78,
El Salvador Finca Loma La Gloria Yellow Honey,94,"Sacramento, California","El Bálsamo Quetzaltepec growing region, El Salvador",Medium-Light,58/78,$20.00/12 ounces,El Salvador,$20.00 ,12 ounces,20,12,1.666666667,58,78,
Chang-E The Moon Goddess Espresso,94,"Taoyuan, Taiwan",Colombia; Costa Rica; Kenya; Ethiopia,Medium,46/70,NT$ 650/8 ounces,Colombia; Costa Rica; Kenya; Ethiopia,NT$ 650,8 ounces,650,8,81.25,46,70,
Costa Rica Volcán Azul Gesha Anaerobic Natural,94,"San Diego, California","Poás Volcano, Alajuela, Costa Rica",Light,64/80,$59.00/8 ounces,Costa Rica,$59.00 ,8 ounces,59,8,7.375,64,80,
Colombia Huila El Triunfo Pink Bourbon Anaerobic Washed,94,"Taipei, Taiwan","Huila Department, Colombia",Medium-Light,52/78,NT$ 539/8 ounces,Colombia,NT$ 539,8 ounces,539,8,67.375,52,78,
Colombia Finca Paraiso Gesha Wilton Benitez,94,"Jersey City, New Jersey","Piendamó, Cauca Department, Colombia",Light,64/84,$60.00/250 grams,Colombia,$60.00 ,250 grams,60,8.818497681,6.80388,64,84,
Colombia Huila La Esperanza Pink Bourbon Honey,94,"Zhubei, Taiwan","Huila, Colombia",Medium-Light,62/76,NT $380/8 ounces,Colombia,NT $380,8 ounces,380,8,47.5,62,76,
Sumatra Pantan Musara,94,"Fort Wayne, Indiana","Pegasing, Takengon, Aceh Province, Sumatra, Indonesia",Medium-Light,60/78,$22.00/12 ounces,Indonesia,$22.00 ,12 ounces,22,12,1.833333333,60,78,
Ethiopia Honey Process Tamiru Tadesse,94,"Big Lake, Alaska","Sidamo growing region, south-central Ethiopia",Light,64/83,$35.00/10 ounces,south-central Ethiopia,$35.00 ,10 ounces,35,10,3.5,64,83,
Colombia Castillo Fruit Maceration Series (Strawberry),94,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium-Light,61/78,$25.00/8 ounces,Colombia,$25.00 ,8 ounces,25,8,3.125,61,78,
Finca Santa Isabel,94,"Antigua, Guatemala","Cobán growing region, Alta Verapaz Department, Guatemala",Medium-Light,58/76,$13.00/12 ounces,Guatemala,$13.00 ,12 ounces,13,12,1.083333333,58,76,
Espresso No. 3,94,"Antigua, Guatemala","Antigua growing region, Guatemala",Medium-Light,54/78,$20.00/12 ounces,Guatemala,$20.00 ,12 ounces,20,12,1.666666667,54,78,
Rwanda Cyesha Natural,94,"Charlotte, North Carolina","Nyamasheke District, Lake Kivu, Rwanda",Medium-Light,58/74,$26.00/12 ounces,Rwanda,$26.00 ,12 ounces,26,12,2.166666667,58,74,
Colombia Tres Dragones,94,"San Diego, California","Caicedonia, Valle de Cauca Department, Colombia",Light,64/84,$23.00/10 ounces,Colombia,$23.00 ,10 ounces,23,10,2.3,64,84,
Guatemala El Injerto Pacamara,94,"San Rafael, California","La Libertad, Huehuetenango Department, Guatemala",Medium-Light,58/74,$22.00/6 ounces,Guatemala,$22.00 ,6 ounces,22,6,3.666666667,58,74,
Ethiopia Hateso Guji Washed,94,"Bozeman, Montana","Guji Zone, Oromia Region, Ethiopia",Medium-Light,59/78,$20.00/12 ounces,Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,59,78,
Ethiopia Natural Yirgacheffe Burtukaana Danche,94,"Chia-Yi, Taiwan","Gedeo Zone, southern Ethiopia",Medium-Light,60/78,NT $350/8 ounces,southern Ethiopia,NT $350,8 ounces,350,8,43.75,60,78,
Ethiopia Yirgacheffe Kochere Debo Premium Lot Washed Process,94,"Taipei, Taiwan","Yirgacheffe growing region, southern Ethiopia",Light,62/80,NT $459/8 ounces,southern Ethiopia,NT $459,8 ounces,459,8,57.375,62,80,
Don Roger & Isabel’s Natural Fruit Symphony,94,"Rochester, New York","Jinotega Department, Nicaragua",Medium-Light,60/77,$19.00/175 grams,Nicaragua,$19.00 ,175 grams,19,6.172948377,3.077945714,60,77,
Ethiopia Chelbesa Danche Yirgacheffe,94,"San Diego, California","Chelchele, Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,60/77,$24.00/12 ounces,Ethiopia,$24.00 ,12 ounces,24,12,2,60,77,
Colombia La Esperanza 100% Geisha Hanashaku,94,"Taoyuan, Taiwan","Valle de Cauca, Colombia",Light,65/81,NT$500/4 ounces,Colombia,NT$500,4 ounces,500,4,125,65,81,
Double-Anaerobic Fermentation Tamiru Tadesse,94,"Big Lake, Alaska","Sidamo growing region, south-central Ethiopia",Light,62/80,$40.00/10 ounces,south-central Ethiopia,$40.00 ,10 ounces,40,10,4,62,80,
Ethiopia Reko Yirgacheffe,94,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/76,$23.50/12 ounces,southern Ethiopia,$23.50 ,12 ounces,23.5,12,1.958333333,60,76,
Mexico Cup of Excellence #7,94,"Manlius, New York","Coatepec, Veracruz State, Mexico",Light,62/80,$40.00/12 ounces,Mexico,$40.00 ,12 ounces,40,12,3.333333333,62,80,
Panama Geisha Finca Debra Echo,94,"Redding, California","Volcan growing region, western Panama",Light,64/80,$40.00/200 grams,western Panama,$40.00 ,200 grams,40,7.054798145,5.6699,64,80,
Panama Geisha Finca Debra Symbiosis,94,"Redding, California","Volcan growing region, western Panama",Light,62/80,$45.00/4 ounces,western Panama,$45.00 ,4 ounces,45,4,11.25,62,80,
Yirgacheffe Mengesha Natural,94,"Glendale, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/77,$20.50/12 ounces,southern Ethiopia,$20.50 ,12 ounces,20.5,12,1.708333333,60,77,
Mexico Finca Santa Cruz COE#1b,94,"Macao, China","La Concordia, Chiapas State, Mexico",Light,64/84,HKD $498/100 grams,Mexico,HKD $498,100 grams,498,3.527399072,141.18051,64,84,
Ethiopia BergWu Maker Series Yirgacheffe Wuri G1 Lot MW21/02,94,"Hong Kong, China","Yirgacheffe growing region, southern Ethiopia",Medium-Light,62/78,HKD $128/200 grams,southern Ethiopia,HKD $128,200 grams,128,7.054798145,18.14368,62,78,
Colombia Don Correa Gesha,94,"Lexington, Virginia","San Jose, Caldas, Colombia",Light,62/80,$32.95/12 ounces,Colombia,$32.95 ,12 ounces,32.95,12,2.745833333,62,80,
Kambera Inari Roasting,94,"Hong Kong, China","Piedra Candela, Panama",Light,62/80,HKD $530/150 grams,Panama,HKD $530,150 grams,530,5.291098608,100.1682333,62,80,
Colombia Castillo Fruit Maceration Series (Peach),94,"Jersey City, New Jersey","Armenia, Quindio Department, Colombia",Medium-Light,60/77,$25.00/8 ounces,Colombia,$25.00 ,8 ounces,25,8,3.125,60,77,
Costa Rica Las Lajas Perla Negra,94,"Durango, Colorado","Sabanilla de Alajuela growing region, Costa Rica",Medium-Light,57/76,$18.95/12 ounces,Costa Rica,$18.95 ,12 ounces,18.95,12,1.579166667,57,76,
Kenya Ichamama,94,"San Diego, California","Nyeri growing region, south-central Kenya",Medium-Light,59/77,$28.00/12 ounces,south-central Kenya,$28.00 ,12 ounces,28,12,2.333333333,59,77,
Kenya Ndumberi Peaberry,94,"San Diego, California","Kiambu County, Kenya",Medium-Light,58/77,$27.00/14 ounces,Kenya,$27.00 ,14 ounces,27,14,1.928571429,58,77,
Finca Cerro Azul Aces Lot,94,"Billings, Montana","Guerrero State, Mexico",Medium-Light,61/79,$32.25/8 ounces,Mexico,$32.25 ,8 ounces,32.25,8,4.03125,61,79,
Guatemala Washed Acatenango Finca El General Pacamara Espresso,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Medium-Light,58/78,NT $350/8 ounces,Guatemala,NT $350,8 ounces,350,8,43.75,58,78,
Guatemala Washed Finca El General Lot SummerEnd Espresso,94,"Chia-Yi, Taiwan","Acatenango, Chimaltenango Department, Guatemala",Medium-Light,56/74,NT $240/8 ounces,Guatemala,NT $240,8 ounces,240,8,30,56,74,
Rwanda Sholi Natural Single-Origin Espresso,94,"Sacramento, California","Muhanga, Rwanda",Medium-Light,56/72,$22.00/12 ounces,Rwanda,$22.00 ,12 ounces,22,12,1.833333333,56,72,
Kona Red Bourbon,94,"Mountain View, Hawaii","Holualoa, Kona, Big Island of Hawai’i",Medium-Light,60/78,$49.00/10 ounces,Big Island of Hawai’i,$49.00 ,10 ounces,49,10,4.9,60,78,
Kona Noir,94,"Mountain View, Hawaii","Holualoa, Kona, Big Island of Hawai’i",Light,62/80,$29.00/4 ounces,Big Island of Hawai’i,$29.00 ,4 ounces,29,4,7.25,62,80,
Kenya AB,94,"New Taipei City, Taiwan","Nyeri growing region, south-central Kenya",Light,64/84,NT $750/230 grams,south-central Kenya,NT $750,230 grams,750,8.113017866,92.44402174,64,84,
Kenya Ngaita Peaberry,94,"San Diego, California","Kiambu County, Kenya",Medium-Light,60/77,$27.00/14 ounces,Kenya,$27.00 ,14 ounces,27,14,1.928571429,60,77,
Ethiopia Gera Reserve Anaerobic Natural,94,"Youngstown, Ohio","Djimma growing region, Oromia State, Ethiopia",Light,62/84,$19.50/10 ounces,Ethiopia,$19.50 ,10 ounces,19.5,10,1.95,62,84,
Taiwan Alishan Espresso Pacamara Natural,94,"Taoyuan, Taiwan","Alishan Township, Chiayi County, Taiwan",Medium,48/67,NT $2300/230 grams,Taiwan,NT $2300,230 grams,2300,8.113017866,283.495,48,67,
Kenya AA TOP Nairobi Rose,94,"Taipei, Taiwan","Embu County, Kenya",Medium-Light,60/77,NT $400/8 ounces,Kenya,NT $400,8 ounces,400,8,50,60,77,
Fruit of the Goddess Espresso Blend,94,"Taipei City, Taiwan",Kenya; Costa Rica; Ethiopia,Medium-Light,52/70,NT $550/454 grams,Kenya; Costa Rica; Ethiopia,NT $550,454 grams,550,16.01439179,34.34410793,52,70,
Kenya Nyeri Hill,94,"Lexington, Virginia","Nyeri growing region, south-central Kenya",Medium-Light,60/78,$21.95/12 ounces,south-central Kenya,$21.95 ,12 ounces,21.95,12,1.829166667,60,78,
Ethiopia Guji Uraga More Floral Kudume Natural,94,"Yilan, Taiwan","Guji Zone, Oromia Region, Southern Ethiopia",Medium-Light,62/77,NT $550/200 grams,Southern Ethiopia,NT $550,200 grams,550,7.054798145,77.961125,62,77,
Reina de la Asuncion Ecuador,94,"Madison, Wisconsin","Congonama, Loja, Ecuador",Medium-Light,58/74,$20.00/12 ounces,Ecuador,$20.00 ,12 ounces,20,12,1.666666667,58,74,
Peru Incahuasi,94,"Phoenix, Arizona","Cusco Region, Peru",Medium-Light,58/78,$26.00/12 ounces,Peru,$26.00 ,12 ounces,26,12,2.166666667,58,78,
Colombia Cerro Azul Enano,94,"San Rafael, California","Trujillo, Valle del Cauca Department, Colombia",Medium-Light,60/77,$26.00/12 ounces,Colombia,$26.00 ,12 ounces,26,12,2.166666667,60,77,
Colombia Jardines del Eden Pink Bourbon Wine Yeast Honey,94,"Toronto, Canada","Pijao, Quindio Department, Colombia",Light,64/86,CAD $30.00/250 grams,Colombia,CAD $30.00,250 grams,30,8.818497681,3.40194,64,86,
Kenya Gathaithi AA,94,"Montrose, Colorado","Nyeri growing region, south-central Kenya",Medium-Light,58/76,$14.00/250 grams,south-central Kenya,$14.00 ,250 grams,14,8.818497681,1.587572,58,76,
Costa Rica Cerro Dragon Geisha Honey,94,"Bozeman, Montana","Tarrazú, Costa Rica",Medium-Light,59/78,$30.00/12 ounces,Costa Rica,$30.00 ,12 ounces,30,12,2.5,59,78,
Memories of Autumn,94,"Taitung, Taiwan",Ethiopia; Colombia,Light,64/82,NT$399/8 ounces,Ethiopia; Colombia,NT$399,8 ounces,399,8,49.875,64,82,
Papua New Guinea Wahgi Valley Sigri Estate Peaberry,94,"Taipei City, Taiwan","Western Highlands Province, Papua New Guinea",Medium-Light,57/77,NT $550/227 grams,Papua New Guinea,NT $550,227 grams,550,8.007195894,68.68821586,57,77,
Colombia Finca Samboni Gesha Anaerobic Natural,94,"Floyd, Virginia","Algeciras, Huila Department, Colombia",Medium-Light,62/78,$30.00/12 ounces,Colombia,$30.00 ,12 ounces,30,12,2.5,62,78,
Panama Hartmann Estate Chicho Gallo Amaro Gayo Natural BOP#1,94,"Taipei, Taiwan","Chiriqui Province, far western Panama",Medium-Light,60/78,NT $549/100 grams,far western Panama,NT $549,100 grams,549,3.527399072,155.638755,60,78,
Ethiopia Gora Kone,94,"Sacramento, California","Sidamo growing region, southern Ethiopia",Light,62/84,$23.50/12 ounces,southern Ethiopia,$23.50 ,12 ounces,23.5,12,1.958333333,62,84,
Teremuka Kenya,94,"Madison, Wisconsin","Nakuru County, Kenya",Medium-Light,60/77,$24.00/12 ounces,Kenya,$24.00 ,12 ounces,24,12,2,60,77,
Kenya Kiambu Mandela Estate AA Washed Process,94,"Taipei, Taiwan","Kiambu County, south-central Kenya",Medium-Light,60/77,NT $349/8 ounces,south-central Kenya,NT $349,8 ounces,349,8,43.625,60,77,
Colombia Osmanthus Bouquet Granja Paraiso 92,94,"Seoul, South Korea","Piendamo, Cauca Department, Colombia",Light,64/82,"KRW $28,000/100 grams",Colombia,"KRW $28,000",100 grams,28000,3.527399072,7937.86,64,82,
Ethiopia Gatta Anaerobic,94,"Olympia, Washington","Sidamo growing region, southern Ethiopia",Light,65/92,$34.50/12 ounces,southern Ethiopia,$34.50 ,12 ounces,34.5,12,2.875,65,92,
Colombia Cauca Granja Paraiso 92 – Pink Bourbon,94,"Lake Forest, Illinois","Piendamo, Cauca Department, Colombia",Light,67/99,$34.99/12 ounces,Colombia,$34.99 ,12 ounces,34.99,12,2.915833333,67,99,
Colombia Monteblanco Rodrigo Sanchez Carbonic Maceration,94,"Los Angeles, California","Huila Department, Colombia",Light,56/86,$23.95/310 grams,Colombia,$23.95 ,310 grams,23.95,10.93493712,2.1902275,56,86,
Colombia Finca El Paraiso Rose Tea,94,"Yilan, Taiwan","Cauca Department, Colombia",Light,64/88,NT $500/100 grams,Colombia,NT $500,100 grams,500,3.527399072,141.7475,64,88,
Golden Parrot Blend Espresso,94,"Chia-Yi, Taiwan",Guatemala; Ethiopia; Colombia,Medium-Light,58/78,NT $210/8 ounces,Guatemala; Ethiopia; Colombia,NT $210,8 ounces,210,8,26.25,58,78,
Espresso Giusto,94,"Lexington, Virginia",Colombia; Guatemala; Mexico,Medium-Light,54/72,$16.95/12 ounces,Colombia; Guatemala; Mexico,$16.95 ,12 ounces,16.95,12,1.4125,54,72,
Colombia Red Bomb,94,"Lexington, Virginia","La Sierra, Medellin, Colombia",Medium-Light,59/77,$25.00/12 ounces,Colombia,$25.00 ,12 ounces,25,12,2.083333333,59,77,
El Salvador La Muela Pacamara,94,"Topeka, Kansas","Chalatenango, El Salvador",Medium-Light,58/77,$23.00/12 ounces,El Salvador,$23.00 ,12 ounces,23,12,1.916666667,58,77,
Teremuka Peaberry Kenya,94,"Madison, Wisconsin","Nakuru County, Kenya",Medium-Light,60/77,$24.00/12 ounces,Kenya,$24.00 ,12 ounces,24,12,2,60,77,
Ethiopia Yirgacheffe Adame G1 Natural,94,"Taipei, Taiwan","Yirgacheffe growing region, south-central Ethiopia",Light,63/79,NT $550/8 ounces,south-central Ethiopia,NT $550,8 ounces,550,8,68.75,63,79,
Burundi Nemba Washed Process,94,"Viroqua, Wisconsin","Kayanza, Northern Province, Burundi",Medium-Light,60/77,$23.00/12 ounces,Burundi,$23.00 ,12 ounces,23,12,1.916666667,60,77,
Ethiopia Guji,94,"Taipei, Taiwan","Guji Zone, Oromia Region, southern Ethiopia",Light,65/86,NT $180/8 ounces,southern Ethiopia,NT $180,8 ounces,180,8,22.5,65,86,
Kenya Gatomboya,94,"Truckee, California","Nyeri growing region, south-central Kenya",Medium-Light,59/77,$30.00/12 ounces,south-central Kenya,$30.00 ,12 ounces,30,12,2.5,59,77,
Guatemala Acatenango Gesha,94,"Taichung, Taiwan","Acatenango growing region, Guatemala",Light,67/86,"NT $1,200/227 grams",Guatemala,"NT $1,200",227 grams,1200,8.007195894,149.8651982,67,86,
Yemen Natural Hamoud Abdullah AL-Khisheni,94,"Chia-Yi, Taiwan","Al Hayma, Sana'a Governorate, Yemen",Light,62/80,NT $600/4 ounces,Yemen,NT $600,4 ounces,600,4,150,62,80,
Hawai’i Ka‘ū Champagne Natural,94,"Hilo, Hawaii","Ka‘ū growing region, Big Island of Hawai’i",Medium-Light,60/78,$25.00/4 ounces,Big Island of Hawai’i,$25.00 ,4 ounces,25,4,6.25,60,78,
Kona Classic,94,"Hilo, Hawaii","Kona growing region, Big Island of Hawai’i",Medium-Light,60/78,$25.00/4 ounces,Big Island of Hawai’i,$25.00 ,4 ounces,25,4,6.25,60,78,
Quindio Gold Honey Colombia,94,"Madison, Wisconsin","Circasia Municipality, Quindio Department, Colombia",Light,62/80,$18.00/8 ounces,Colombia,$18.00 ,8 ounces,18,8,2.25,62,80,
Costa Rica Raisin Honey,94,"Glendale, California","Dota, Tarrazú, Costa Rica",Medium-Light,60/76,$26.00/12 ounces,Costa Rica,$26.00 ,12 ounces,26,12,2.166666667,60,76,
Ecuador Finca Lugmapata,94,"San Rafael, California","Pallatanga, Chimborazo Province, Ecuador",Medium-Light,62/79,$22.00/6 ounces,Ecuador,$22.00 ,6 ounces,22,6,3.666666667,62,79,
Costa Rica Volcán Azul Geisha Yeast-Washed,94,"Zhubei, Taiwan","West Valley, Costa Rica",Light,62/80,NT $349/100 grams,Costa Rica,NT $349,100 grams,349,3.527399072,98.939755,62,80,
Kenya Gichathaini,94,"Sacramento, California","Mathira West District, Nyeri growing region, Kenya",Light,64/82,$25.00/12 ounces,Kenya,$25.00 ,12 ounces,25,12,2.083333333,64,82,
Kenya Gotomboya Peaberry,94,"San Diego, California","Nyeri growing region, south-central Kenya",Medium-Light,59/77,$27.00/12 ounces,south-central Kenya,$27.00 ,12 ounces,27,12,2.25,59,77,
Ethiopia Washed Sidama Rumudamo,94,"Chia-Yi, Taiwan","Arbegona, Sidamo growing region, south-central Ethiopia",Light,64/86,NT $390/8 ounces,south-central Ethiopia,NT $390,8 ounces,390,8,48.75,64,86,
Ethiopia Gera Genji Challa,94,"San Diego, California","Agaro Gera, Jimma Zone, Oromia State, Ethiopia",Medium-Light,59/77,$28.00/12 ounces,Ethiopia,$28.00 ,12 ounces,28,12,2.333333333,59,77,
Ethiopia Gesha Village Illubabor Forest Lot 22/043 (Single-Terroir) Natural Process,94,"Taipei, Taiwan","Bench-Maji Zone, Southern Ethiopia",Light,64/84,NT $299/100 grams,Southern Ethiopia,NT $299,100 grams,299,3.527399072,84.765005,64,84,
Ka’u Tropical Punch,94,"Minneapolis, Minnesota","Ka'u growing region, Big Island of Hawai’i",Medium-Light,60/78,$25.00/4 ounces,Big Island of Hawai’i,$25.00 ,4 ounces,25,4,6.25,60,78,
Chelbessa Ethiopia,94,"Madison, Wisconsin","Yirgacheffe growing region, southern Ethiopia",Medium-Light,60/78,$20.00/12 ounces,southern Ethiopia,$20.00 ,12 ounces,20,12,1.666666667,60,78,
Nyeri Hill Kenya,94,"Madison, Wisconsin","Nyeri growing region, south-central Kenya",Medium-Light,58/80,$22.00/12 ounces,south-central Kenya,$22.00 ,12 ounces,22,12,1.833333333,58,80,
Ethiopia Hayissa Olocho Lot 6,94,"Savannah, Georgia","Sidamo growing region, Ethiopia",Light,61/82,$27.00/10 ounces,Ethiopia,$27.00 ,10 ounces,27,10,2.7,61,82,
